created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Mon Aug 28 02:08:37 +0000 2023;1,70E+18;-ness kalo mau minta skl tuh caranya gimana ya? Udah coba di siradi tp dialihkan ke myunnes, tp pas dicari kok nggak ada skl;0;3;1;2;in;1,19E+18;1,70E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1695981680107122963
Mon Aug 28 02:08:31 +0000 2023;1,70E+18;#NAME?;0;7;0;2;in;1,19E+18;1,70E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1695981656262504634
Mon Aug 28 02:07:53 +0000 2023;1,70E+18;@unnesmenfess yang mau jastip gacoan di profil yak;0;0;0;0;in;1,30E+18;1,70E+18;bionety;https://twitter.com/bionety/status/1695981498854461460
Mon Aug 28 02:04:55 +0000 2023;1,70E+18;-ness jajanan 3 ribuan udah buja belum ya;0;0;0;1;in;1,19E+18;1,70E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1695980749600772348
Mon Aug 28 02:03:06 +0000 2023;1,70E+18;#NAME?;0;8;0;1;in;1,19E+18;1,70E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1695980292971049202
Mon Aug 28 02:02:49 +0000 2023;1,70E+18;#NAME?;0;2;0;1;in;1,19E+18;1,70E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1695980220912943502
Mon Aug 28 02:02:27 +0000 2023;1,70E+18;@unnesmenfess Yg ngomongin kos perasaan langsung diblock;0;0;0;1;in;1,32E+18;1,70E+18;eaajae;https://twitter.com/eaajae/status/1695980128554365375
Mon Aug 28 02:02:12 +0000 2023;1,70E+18;"[MEDPART]  • ARTFEST 2023 •  Hai! UKM SRD UNNES akan mengadakan ARTFEST😱🙌 dengan tema: Kiseki no finare""  Here's the BENEFIT  - Sertifikat - Materi workshop - Doorprize menarik (untuk 3 terpilih)  - Voucher makan senilai 15k  HTM💸 Link pendaftaran : https://t.co/w1Ne33z9Rq https://t.co/wLsRna2VHs""";1;0;1;3;in;1,19E+18;1,70E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1695980067502072197
Mon Aug 28 02:00:24 +0000 2023;1,70E+18;[EXO SCARLETT #GlowToYou M&amp G SCAMMER]  section Jolly D-61 user @frverlwyslnnlyy  no. hp +6285695652354 NIK 620607670104001 a.n. Anjelin katanya kuliah di Unnes  waktu barcode di-scan datanya gak muncul jadi otomatis gabisa ditukar jadi wristband;0;1;0;0;in;1614669344;1,70E+18;badreamkz;https://twitter.com/badreamkz/status/1695979616392081570
Mon Aug 28 01:52:48 +0000 2023;1,70E+18;#NAME?;0;2;0;1;in;1,19E+18;1,70E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1695977701277061479
Mon Aug 28 01:52:27 +0000 2023;1,70E+18;@convomfs Nih, nder https://t.co/f3PWSErpen;0;0;0;1;in;1,55E+18;1,70E+18;Arsonist_Hope;https://twitter.com/Arsonist_Hope/status/1695977611850285122
Mon Aug 28 01:43:36 +0000 2023;1,70E+18;#NAME?;0;1;1;1;in;1,19E+18;1,70E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1695975388462383134
Mon Aug 28 01:43:25 +0000 2023;1,70E+18;#NAME?;0;0;0;1;in;1,19E+18;1,70E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1695975341150638423
Mon Aug 28 01:43:03 +0000 2023;1,70E+18;info rumah produksi makanan kaya pembuatan keripik gitu di sekitar unice dimana ya? -ness;0;0;0;1;in;1,19E+18;1,70E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1695975247437295734
Mon Aug 28 01:40:29 +0000 2023;1,70E+18;aku ngga tau tahun depan bakal masih bisa ngerasain momen sederhana tapi menyenangkan kaya gini lagi apa engga, tapi buat sekarang aku mau memanfaatkan waktu berdua, menciptakan banyak momen di unnes, sebelum nantinya out dari sini hihi https://t.co/pFVqCIHqTl;0;0;0;0;in;1,45E+18;1,70E+18;urmeowmeow_;https://twitter.com/urmeowmeow_/status/1695974600478527836
Mon Aug 28 01:38:02 +0000 2023;1,70E+18;Siapa Juara Antara UNNES vs UNDIP? Intip Universitas Terbaik di Jawa Tengah yang Mampu Kalahkan UGM dan UNY https://t.co/ffj8r0sEJx;0;0;2;0;in;1,69E+18;1,70E+18;vivupdate;https://twitter.com/vivupdate/status/1695973986428190841
Mon Aug 28 01:36:58 +0000 2023;1,70E+18;@unnesmenfess Gass;0;0;0;0;en;1,66E+18;1,70E+18;ropik690;https://twitter.com/ropik690/status/1695973717724258402
Mon Aug 28 01:35:22 +0000 2023;1,70E+18;-ness sender nyuci beras ada 2 kutu, pas cek di kresek berasnya ga ada sama sekali. Tetep dimasak dan dimakan apa engga ya 🥺;0;4;0;2;in;1,19E+18;1,70E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1695973314349748519
Mon Aug 28 01:26:11 +0000 2023;1,70E+18;#NAME?;0;2;0;1;in;1,19E+18;1,70E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1695971004122882114
Mon Aug 28 01:25:24 +0000 2023;1,70E+18;-ness info mabar ML drop akun kalian, pemula loss streak mulu solo rank 🥲;0;4;0;2;in;1,19E+18;1,70E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1695970807586173344
Mon Aug 28 01:23:09 +0000 2023;1,70E+18;-ness di Elena harusnya ada beberapa matkul, tapi di aku kok cuma muncul 1 doang ya? Elena kalian gimana? 😭;0;1;0;1;in;1,19E+18;1,70E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1695970238872064058
Mon Aug 28 01:19:23 +0000 2023;1,70E+18;Kenapa BNI UNNES punya pengumuman kalau buka pukul 08.00 tapi sampai 08.20 kita masih nungguin tellernya otak atik komputer? Kalau gitu kenapa nggak bilang buka jam 08.30 atau sekalian 09.00 aja?;0;0;0;0;in;34274901;1,70E+18;srisumaryani;https://twitter.com/srisumaryani/status/1695969292016365877
Mon Aug 28 01:12:52 +0000 2023;1,70E+18;#NAME?;0;8;0;1;in;1,19E+18;1,70E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1695967651640815747
Mon Aug 28 01:11:50 +0000 2023;1,70E+18;apa persamaan unnes sama gramed? yup betul smsm bikin muless njinx;0;0;0;0;in;1,44E+18;1,70E+18;cyjfavgirl;https://twitter.com/cyjfavgirl/status/1695967392688730604
Mon Aug 28 01:08:55 +0000 2023;1,70E+18;Salah satu hal yg sangat gw suka dari Unnes adalah hampir gk ada tukang parkir ☝️😎;0;0;0;0;in;1,37E+18;1,70E+18;odebukanpuisi;https://twitter.com/odebukanpuisi/status/1695966657385238805
Mon Aug 28 01:04:09 +0000 2023;1,70E+18;#NAME?;0;2;0;2;in;1,19E+18;1,70E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1695965456728002686
Mon Aug 28 01:04:08 +0000 2023;1,70E+18;@unnesmenfess Mau dong, Nder 🥺👉👈;0;0;0;0;in;1,55E+18;1,70E+18;Arsonist_Hope;https://twitter.com/Arsonist_Hope/status/1695965455272538547
Mon Aug 28 01:01:37 +0000 2023;1,70E+18;-ness ada yg tau tempat bel! atau nyewain pointer ppt? selain e-commerce ya, buat sidang urgent. makasih pls;0;1;0;1;in;1,19E+18;1,70E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1695964819378368636
Mon Aug 28 00:59:58 +0000 2023;1,70E+18;-ness ada yg mau kardus ngga? Free kok tp ambil di kos sender ya https://t.co/taIzncudch;0;3;0;0;in;1,19E+18;1,70E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1695964406486872502
Mon Aug 28 00:53:08 +0000 2023;1,70E+18;Hello my name is Miftakhul Jannah usually called Mita, I was born in boyolali  february 17, 2004. Currently studying at Unnes majoring in management, I am a girl who likes make-up, I take 1 hour to get ready, the activity I like the most is when I put on my makeup and picking https://t.co/iMRwg49RkD;0;1;0;1;en;1,24E+18;1,70E+18;Mithamftkhl;https://twitter.com/Mithamftkhl/status/1695962685211590995
Mon Aug 28 00:52:09 +0000 2023;1,70E+18;#NAME?;0;1;0;1;in;1,19E+18;1,70E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1695962437676421629
Mon Aug 28 00:52:06 +0000 2023;1,70E+18;#NAME?;0;0;0;1;in;1,19E+18;1,70E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1695962427182203238
Mon Aug 28 00:50:16 +0000 2023;1,70E+18;info kos or yang mau oper kos unnes bolehhh...;0;0;0;0;in;1,50E+18;1,70E+18;1994slove;https://twitter.com/1994slove/status/1695961963543867765
Mon Aug 28 00:43:06 +0000 2023;1,70E+18;@semangat_yaaaa @unnesmenfess Readyyyy;0;0;0;0;en;1,56E+18;1,70E+18;Amarpal_rent;https://twitter.com/Amarpal_rent/status/1695960163046580381
Mon Aug 28 00:40:00 +0000 2023;1,70E+18;menuju masa depan yang cerah🙏🏻😊❤ https://t.co/viBDhg7wWB;0;0;0;0;in;1,60E+18;1,70E+18;unnes2018;https://twitter.com/unnes2018/status/1695959379181547771
Mon Aug 28 00:39:23 +0000 2023;1,70E+18;#NAME?;0;7;0;0;in;1,19E+18;1,70E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1695959226823426501
Mon Aug 28 00:32:03 +0000 2023;1,70E+18;https://t.co/lqbkdBpm81;0;0;0;0;zxx;1,60E+18;1,70E+18;unnes2018;https://twitter.com/unnes2018/status/1695957381413474669
Mon Aug 28 00:29:57 +0000 2023;1,70E+18;-ness info jastip sarapan,, mau kuliah tapi laper banget,, yang fast yahh..;0;5;0;0;in;1,19E+18;1,70E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1695956851962298859
Mon Aug 28 00:27:07 +0000 2023;1,70E+18;#NAME?;0;0;0;0;in;1,19E+18;1,70E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1695956138397995093
Mon Aug 28 00:20:06 +0000 2023;1,70E+18;-ness ada yg punya buku ini dan mau dijual ngga ya? Drop feenya juga. Makasihhhh https://t.co/r3dnMU7mIH;0;1;0;2;in;1,19E+18;1,70E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1695954372524757442
Mon Aug 28 00:18:39 +0000 2023;1,70E+18;#NAME?;0;2;0;0;in;1,19E+18;1,70E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1695954006198366711
Mon Aug 28 00:09:04 +0000 2023;1,70E+18;Pernah nyewain motor  Smpe bela2 jalan kaki Dusun semilir unnes Biar irit biaya transport;0;1;0;0;in;1,33E+18;1,70E+18;isrydd;https://twitter.com/isrydd/status/1695951595442409748
Mon Aug 28 00:06:19 +0000 2023;1,70E+18;#NAME?;0;11;0;1;in;1,19E+18;1,70E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1695950902841213304
Mon Aug 28 00:05:02 +0000 2023;1,70E+18;@unnesmenfess Harusnya si bisa yaa soalnya keretanya kan tawang dulu baru lewat poncol (kalau ke arah barat);0;0;0;0;in;2452714220;1,70E+18;huhglitchee;https://twitter.com/huhglitchee/status/1695950581846913298
Mon Aug 28 00:03:03 +0000 2023;1,70E+18;#NAME?;0;10;0;2;in;1,19E+18;1,70E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1695950082712248536
Tue Aug 29 23:59:24 +0000 2023;1,70E+18;-ness niat baik ngasi job ke anak Unnes, malah ketemu oknum2 yg suka pilih2 job. Duhh dik;0;2;0;2;in;1,19E+18;1,70E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1696673939228143888
Tue Aug 29 23:47:23 +0000 2023;1,70E+18;@unnesmenfess https://t.co/PiKDLydxPP;0;0;0;0;qme;1,67E+18;1,70E+18;jekbersinergi;https://twitter.com/jekbersinergi/status/1696670914421932528
Tue Aug 29 23:44:16 +0000 2023;1,70E+18;-ness need anjem jam 7.35 area unnes;0;7;0;0;en;1,19E+18;1,70E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1696670130355507279
Tue Aug 29 23:41:34 +0000 2023;1,70E+18;-ness ada anjem cewe yang bisa nganter jam 7 pagi ga ya?;0;6;0;0;in;1,19E+18;1,70E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1696669450169393599
Tue Aug 29 23:32:53 +0000 2023;1,70E+18;@FitrahDharul @alqodrifaqih @aniesbaswedan @BEMUI_Official @Dennysiregar7 @ruhutsitompul @andre_rosiade @bengkeldodo @DPR_RI @undip @univ_indonesia @unpad @UGMYogyakarta @UB_Official @Unair_Official @UNJ_Official @upiofficial @univ_terbuka @usakti_official @itbofficial @bemfe_unnes @anak_unhas @official_unand @mprgoid @DPDRI @aniesmania @Ulamalovers @Mjl_Rasulullah @ulama @dprddkijakarta @PKSejahtera @PDemokrat @NasDem @DPP_PartaiUmmat @paramadina @ipbofficial @bem_unpad Sorry......begitu liat ternyata ah.....belajar dulu aja ya!? Jagi percuma diksh penjelasan bagaimanapun GK akan masuk ke otak kau.;0;1;0;1;in;1,45E+18;1,70E+18;EviDrajat;https://twitter.com/EviDrajat/status/1696667267457749418
Tue Aug 29 23:30:40 +0000 2023;1,70E+18;@FitrahDharul @alqodrifaqih @aniesbaswedan @BEMUI_Official @Dennysiregar7 @ruhutsitompul @andre_rosiade @bengkeldodo @DPR_RI @undip @univ_indonesia @unpad @UGMYogyakarta @UB_Official @Unair_Official @UNJ_Official @upiofficial @univ_terbuka @usakti_official @itbofficial @bemfe_unnes @anak_unhas @official_unand @mprgoid @DPDRI @aniesmania @Ulamalovers @Mjl_Rasulullah @ulama @dprddkijakarta @PKSejahtera @PDemokrat @NasDem @DPP_PartaiUmmat @paramadina @ipbofficial @bem_unpad GK usah meributkan hutang negara......hutang anda aja dl yg hrs dilunasi dimana². Semua apa yg sudah terbaik di Indonesia ttp kau nikmati.;0;1;0;1;in;1,45E+18;1,70E+18;EviDrajat;https://twitter.com/EviDrajat/status/1696666708071850341
Tue Aug 29 23:24:20 +0000 2023;1,70E+18;ada ga si jastip yg bersedia dikontrak perbulan? jd bayar jasanya di muka gitu untuk sebulan, s&amp k lainnya bisa dibicarakan -ness;0;6;0;2;in;1,19E+18;1,70E+18;unnesmenfess;https://twitter.com/unnesmenfess/status/1696665113342656698
